Date,region,4046,4225,4770,Total Volume
18-12-2016,PhoenixTucson,1652.6,2712.82,0.0,6977.44
11-12-2016,PhoenixTucson,1880.06,3240.23,0.0,8087.23
04-12-2016,PhoenixTucson,2315.4,3214.55,0.0,7009.95
27-11-2016,PhoenixTucson,2026.07,2529.2,0.0,6470.08
20-11-2016,PhoenixTucson,2129.66,3053.09,0.0,8076.24
13-11-2016,PhoenixTucson,3176.7,3129.58,0.0,11446.65
06-11-2016,PhoenixTucson,3221.4,3921.27,0.0,8304.78
30-10-2016,PhoenixTucson,1436.7,3458.84,0.0,5394.03
23-10-2016,PhoenixTucson,2044.02,2692.05,0.0,6017.53
16-10-2016,PhoenixTucson,2904.44,3741.95,0.0,8551.32
09-10-2016,PhoenixTucson,1749.69,2997.36,0.0,5962.78
02-10-2016,PhoenixTucson,1149.6,3519.69,0.0,5380.03
25-09-2016,PhoenixTucson,1536.63,3147.8,0.0,5578.01
18-09-2016,PhoenixTucson,2974.46,3091.3,0.0,7887.03
11-09-2016,PhoenixTucson,3683.6,3191.71,0.0,8839.2
04-09-2016,PhoenixTucson,3684.64,3163.97,0.0,8914.06
28-08-2016,PhoenixTucson,3373.56,3328.41,0.0,8525.59
21-08-2016,PhoenixTucson,4111.69,2936.92,0.0,9183.92
14-08-2016,PhoenixTucson,3417.54,3561.51,0.0,9220.95
07-08-2016,PhoenixTucson,3640.62,3890.21,0.0,9649.24
31-07-2016,PhoenixTucson,4126.75,3944.27,0.0,10363.16
24-07-2016,PhoenixTucson,4721.06,4139.87,0.0,11457.48
17-07-2016,PhoenixTucson,6636.6,4590.54,0.0,14216.44
10-07-2016,PhoenixTucson,6134.5,4632.45,0.0,13993.22
03-07-2016,PhoenixTucson,6214.62,4300.63,0.0,14055.26
26-06-2016,PhoenixTucson,6127.86,4823.04,0.0,13866.31
19-06-2016,PhoenixTucson,5593.38,9679.7,0.0,17096.49
12-06-2016,PhoenixTucson,7296.89,5158.97,0.0,14349.12
05-06-2016,PhoenixTucson,5651.13,4638.32,0.0,12699.87
29-05-2016,PhoenixTucson,5317.34,11017.55,0.0,19187.81
22-05-2016,PhoenixTucson,5249.23,6143.97,0.0,14664.1
15-05-2016,PhoenixTucson,6930.33,11799.94,0.0,23075.45
08-05-2016,PhoenixTucson,6946.84,3839.13,0.0,14187.6
01-05-2016,PhoenixTucson,10862.94,3558.85,0.0,19517.25
24-04-2016,PhoenixTucson,19534.98,9311.09,0.0,33498.69
17-04-2016,PhoenixTucson,7150.42,8259.32,0.0,18395.17
10-04-2016,PhoenixTucson,6553.28,2194.66,0.0,13919.54
03-04-2016,PhoenixTucson,7693.54,1683.6,0.0,13281.61
27-03-2016,PhoenixTucson,6596.67,2100.78,0.0,11321.14
20-03-2016,PhoenixTucson,5963.86,1870.27,0.0,10097.84
13-03-2016,PhoenixTucson,5809.9,1767.78,0.0,11203.89
06-03-2016,PhoenixTucson,5686.84,1413.65,0.0,12436.96
28-02-2016,PhoenixTucson,5123.85,1445.2,0.0,10666.36
21-02-2016,PhoenixTucson,4295.76,1488.34,0.0,9223.0
14-02-2016,PhoenixTucson,6179.97,1601.26,0.0,12060.32
07-02-2016,PhoenixTucson,5808.71,991.9,0.0,9473.34
31-01-2016,PhoenixTucson,5035.0,1072.8,0.0,8134.79
24-01-2016,PhoenixTucson,5138.33,1669.21,0.0,9059.12
17-01-2016,PhoenixTucson,6758.37,1863.82,0.0,10926.61
10-01-2016,PhoenixTucson,7104.3,1765.35,0.0,13145.55
03-01-2016,PhoenixTucson,6889.43,1037.3,0.0,10650.66
25-12-2016,Pittsburgh,708.23,3.45,0.0,7784.0
18-12-2016,Pittsburgh,693.2,13.9,0.0,6429.27
11-12-2016,Pittsburgh,755.9,17.46,0.0,7774.07
04-12-2016,Pittsburgh,893.1,8.76,0.0,7908.69
27-11-2016,Pittsburgh,659.82,7.02,1.75,6723.98
20-11-2016,Pittsburgh,832.11,17.59,0.0,7498.33
13-11-2016,Pittsburgh,873.29,7.04,0.0,7864.22
06-11-2016,Pittsburgh,891.35,73.99,0.0,8022.27
30-10-2016,Pittsburgh,949.37,59.89,0.0,8707.36
23-10-2016,Pittsburgh,1009.65,87.95,0.0,8896.5
16-10-2016,Pittsburgh,968.87,133.4,0.0,9213.3
09-10-2016,Pittsburgh,1003.35,103.31,0.0,9599.33
02-10-2016,Pittsburgh,796.0,104.74,0.0,10005.59
25-09-2016,Pittsburgh,1032.78,128.66,0.0,8814.22
18-09-2016,Pittsburgh,1152.56,156.79,0.0,7587.7
11-09-2016,Pittsburgh,1073.85,114.5,0.0,6094.84
04-09-2016,Pittsburgh,927.16,127.76,0.0,5272.87
28-08-2016,Pittsburgh,713.43,225.29,0.0,4650.34
21-08-2016,Pittsburgh,740.86,169.85,0.0,5441.24
14-08-2016,Pittsburgh,915.85,207.84,0.0,5960.37
07-08-2016,Pittsburgh,860.51,174.79,0.0,5082.89
31-07-2016,Pittsburgh,844.08,245.9,3.35,6155.8
24-07-2016,Pittsburgh,657.46,163.95,0.0,5495.34
17-07-2016,Pittsburgh,608.4,197.45,0.0,5896.38
10-07-2016,Pittsburgh,332.96,537.09,0.0,2672.71
03-07-2016,Pittsburgh,252.15,525.74,0.0,3486.32
26-06-2016,Pittsburgh,544.91,256.53,0.0,5570.89
19-06-2016,Pittsburgh,566.12,211.67,11.76,7345.74
12-06-2016,Pittsburgh,690.44,177.87,32.19,5885.34
05-06-2016,Pittsburgh,840.97,200.55,6.74,5639.69
29-05-2016,Pittsburgh,1007.26,247.63,6.69,7189.09
22-05-2016,Pittsburgh,378.44,149.65,31.59,1978.61
15-05-2016,Pittsburgh,181.27,240.6,14.83,2139.33
08-05-2016,Pittsburgh,238.56,388.88,35.95,2124.35
01-05-2016,Pittsburgh,139.29,268.86,16.2,2119.08
24-04-2016,Pittsburgh,139.63,154.07,56.17,1541.74
17-04-2016,Pittsburgh,88.32,322.96,3.18,1614.86
10-04-2016,Pittsburgh,91.5,301.33,0.0,1159.5
03-04-2016,Pittsburgh,99.42,322.24,0.0,1015.29
27-03-2016,Pittsburgh,96.59,220.18,26.36,1702.84
20-03-2016,Pittsburgh,69.07,145.82,12.28,1237.02
13-03-2016,Pittsburgh,108.61,84.13,9.18,1479.81
06-03-2016,Pittsburgh,136.29,127.11,4.59,867.18
28-02-2016,Pittsburgh,135.49,275.59,0.0,879.94
21-02-2016,Pittsburgh,314.49,32.43,0.0,1256.47
14-02-2016,Pittsburgh,195.98,164.87,0.0,1238.86
07-02-2016,Pittsburgh,161.37,191.14,0.0,992.32
31-01-2016,Pittsburgh,292.1,137.37,0.0,1241.84
24-01-2016,Pittsburgh,235.54,132.09,0.0,1940.08
17-01-2016,Pittsburgh,454.04,41.71,0.0,1219.69
10-01-2016,Pittsburgh,373.66,21.03,0.0,1314.78
03-01-2016,Pittsburgh,291.99,13.05,0.0,911.96
25-12-2016,Plains,4246.91,12543.71,637.94,43291.45
18-12-2016,Plains,4281.68,11382.93,2389.77,41255.97
11-12-2016,Plains,3861.81,12345.81,3684.29,43540.93
04-12-2016,Plains,5015.99,12919.27,876.17,43160.92
27-11-2016,Plains,4255.17,11988.69,1072.74,45636.25
20-11-2016,Plains,4070.4,12446.98,1059.21,50911.0
13-11-2016,Plains,5110.61,13801.36,826.87,51861.03
06-11-2016,Plains,5866.3,10066.67,1872.81,43201.25
30-10-2016,Plains,3145.29,10032.23,1058.94,33702.09
23-10-2016,Plains,4398.82,9250.93,505.12,36280.49
16-10-2016,Plains,5295.41,5664.25,1040.32,33832.86
09-10-2016,Plains,2685.64,10631.11,606.81,45120.49
02-10-2016,Plains,2804.71,18186.33,649.6,47384.06
25-09-2016,Plains,4312.89,19596.71,1090.56,44993.62
18-09-2016,Plains,4329.93,18800.51,334.33,43823.87
11-09-2016,Plains,3553.09,23352.95,77.93,46267.04
04-09-2016,Plains,5375.86,23930.05,230.55,52999.19
28-08-2016,Plains,5905.64,22226.82,309.42,54112.35
21-08-2016,Plains,7264.64,21638.51,525.6,51545.86
14-08-2016,Plains,5829.03,22762.76,4411.5,53866.63
07-08-2016,Plains,5184.94,21425.91,2732.05,52811.38
31-07-2016,Plains,4040.29,21221.96,2115.7,53685.87
24-07-2016,Plains,4090.81,23351.98,78.91,56114.01
17-07-2016,Plains,3982.86,22440.03,886.04,46645.35
10-07-2016,Plains,3311.13,21765.75,5489.97,48278.48
03-07-2016,Plains,3410.77,21334.93,5331.39,50608.69
26-06-2016,Plains,5251.61,22040.06,1998.21,52284.1
19-06-2016,Plains,6103.01,24050.77,7860.59,57957.05
12-06-2016,Plains,5529.79,22175.76,2574.67,51075.07
05-06-2016,Plains,5202.16,26660.75,3345.5,54947.33
29-05-2016,Plains,4923.5,24223.73,1387.7,40907.26
22-05-2016,Plains,7055.8,25456.08,10288.36,53325.35
15-05-2016,Plains,5526.42,23572.79,2753.86,47778.34
08-05-2016,Plains,5399.74,23826.5,11269.89,54825.59
01-05-2016,Plains,4211.65,22094.2,1260.73,42077.45
24-04-2016,Plains,4954.72,21249.79,3329.15,61993.61
17-04-2016,Plains,4095.59,21297.04,3141.27,42572.64
10-04-2016,Plains,4047.05,22065.88,7333.68,57602.01
03-04-2016,Plains,4227.34,20886.24,3760.1,46543.64
27-03-2016,Plains,6443.92,19972.56,2998.54,47440.66
20-03-2016,Plains,4101.49,18882.56,5028.75,48042.77
13-03-2016,Plains,4494.19,19232.48,2392.43,41060.75
06-03-2016,Plains,4824.81,18331.73,1348.12,35593.76
28-02-2016,Plains,5743.88,20482.8,6482.18,51756.47
21-02-2016,Plains,3340.91,19357.61,4679.89,51258.32
14-02-2016,Plains,4150.81,17198.57,3353.47,36769.77
07-02-2016,Plains,3285.43,17837.59,3581.64,37624.17
31-01-2016,Plains,3229.22,17774.39,1427.09,40874.22
24-01-2016,Plains,4015.88,16269.58,8256.41,56919.22
17-01-2016,Plains,4041.42,17676.25,8951.95,50053.55
10-01-2016,Plains,5395.24,14899.65,3836.61,41956.88
03-01-2016,Plains,3092.05,15012.16,2689.51,38955.86
25-12-2016,Portland,2888.38,7043.82,9.89,72161.05
18-12-2016,Portland,4212.58,3819.72,1.65,35326.04
11-12-2016,Portland,3529.3,3218.07,6.6,19755.49
04-12-2016,Portland,3404.28,4487.52,9.9,26063.62
27-11-2016,Portland,2771.15,3371.02,8.24,26868.47
20-11-2016,Portland,2457.09,4595.01,6.58,31252.69
13-11-2016,Portland,2802.1,8416.39,4.94,18792.52
06-11-2016,Portland,3622.93,7495.74,5.0,25232.75
30-10-2016,Portland,1910.88,4597.68,0.83,7136.88
23-10-2016,Portland,1806.98,3687.61,18.33,7817.32
16-10-2016,Portland,3780.79,4114.77,4.99,26243.63
09-10-2016,Portland,2824.29,2772.33,3.32,18266.3
02-10-2016,Portland,2843.4,2404.44,0.0,26444.58
25-09-2016,Portland,2981.79,2886.82,0.0,15562.86
18-09-2016,Portland,4166.39,3430.99,0.0,24816.08
11-09-2016,Portland,4820.4,5901.42,0.0,43084.05
04-09-2016,Portland,4754.59,13713.44,0.0,38353.11
28-08-2016,Portland,5636.6,15479.57,0.0,21628.4
21-08-2016,Portland,4776.31,9485.6,4.93,25714.0
14-08-2016,Portland,6587.02,11769.92,0.0,29526.94
07-08-2016,Portland,5514.1,9962.34,0.0,28823.92
31-07-2016,Portland,5706.06,11094.56,0.0,30036.81
24-07-2016,Portland,5280.24,13778.08,9.85,20483.39
17-07-2016,Portland,4204.19,15792.98,26.31,29018.17
10-07-2016,Portland,5420.57,11123.92,19.77,27248.92
03-07-2016,Portland,6123.5,12522.6,0.0,45380.46
26-06-2016,Portland,5889.72,17271.7,25.16,36278.04
19-06-2016,Portland,7923.86,26690.89,18.5,49843.09
12-06-2016,Portland,6921.86,15536.84,15.11,25140.3
05-06-2016,Portland,7923.13,20355.75,11.77,29171.54
29-05-2016,Portland,2627.86,21156.45,0.0,34897.73
22-05-2016,Portland,1810.73,32672.86,6.71,56942.79
15-05-2016,Portland,1973.0,24271.37,3.34,28745.81
08-05-2016,Portland,2072.37,19665.9,3.33,40105.0
01-05-2016,Portland,2158.92,14037.95,0.0,44515.8
24-04-2016,Portland,1874.95,29434.07,3.32,38186.89
17-04-2016,Portland,2203.92,14267.41,1.66,19825.05
10-04-2016,Portland,2125.86,32426.84,0.0,81224.11
03-04-2016,Portland,2240.51,16386.67,4.95,35447.47
27-03-2016,Portland,1420.43,16074.89,1.65,30826.41
20-03-2016,Portland,1402.83,26703.78,0.0,96171.26
13-03-2016,Portland,1465.55,10758.3,0.0,38889.87
06-03-2016,Portland,1471.92,11528.98,1.64,29351.99
28-02-2016,Portland,1352.06,10793.68,1.65,12313.5
21-02-2016,Portland,786.08,9953.75,4.96,13209.42
14-02-2016,Portland,1154.71,18425.48,3.31,63682.51
07-02-2016,Portland,1306.98,12257.79,0.0,30022.42
31-01-2016,Portland,1049.79,9316.87,13.32,24571.97
24-01-2016,Portland,1555.39,8077.81,15.01,17724.75
17-01-2016,Portland,1345.36,11419.3,0.0,29446.62
10-01-2016,Portland,1551.96,12122.49,15.05,30581.35
03-01-2016,Portland,2016.38,10072.33,6.69,28250.84
25-12-2016,RaleighGreensboro,169.38,3060.27,369.81,8198.42
18-12-2016,RaleighGreensboro,209.88,2560.94,291.87,6604.78
11-12-2016,RaleighGreensboro,129.38,3172.14,298.96,7685.91
04-12-2016,RaleighGreensboro,154.37,2819.23,259.21,7632.36
27-11-2016,RaleighGreensboro,194.1,2960.92,331.04,9854.3
20-11-2016,RaleighGreensboro,145.29,3001.66,444.56,12021.69
13-11-2016,RaleighGreensboro,180.62,3018.43,418.35,10276.83
06-11-2016,RaleighGreensboro,181.02,3574.45,446.81,13651.72
30-10-2016,RaleighGreensboro,181.18,5746.73,603.36,13196.5
23-10-2016,RaleighGreensboro,171.92,6245.22,615.01,14742.89
16-10-2016,RaleighGreensboro,168.46,5344.14,579.87,13121.67
09-10-2016,RaleighGreensboro,252.46,6045.5,665.88,14282.79
02-10-2016,RaleighGreensboro,190.0,4744.03,452.15,10464.63
25-09-2016,RaleighGreensboro,226.31,4839.49,424.31,12807.68
18-09-2016,RaleighGreensboro,209.13,5138.18,450.72,12131.33
11-09-2016,RaleighGreensboro,217.23,5379.34,518.49,15909.84
04-09-2016,RaleighGreensboro,202.29,5615.18,591.32,14951.65
28-08-2016,RaleighGreensboro,433.33,5340.54,561.53,14753.18
21-08-2016,RaleighGreensboro,392.74,5555.08,665.32,15042.9
14-08-2016,RaleighGreensboro,265.19,5472.76,699.26,11554.22
07-08-2016,RaleighGreensboro,278.7,9029.94,1380.46,15800.5
31-07-2016,RaleighGreensboro,326.34,7146.4,1131.55,15250.82
24-07-2016,RaleighGreensboro,285.28,6934.87,1420.55,15012.57
17-07-2016,RaleighGreensboro,340.07,4953.1,1036.51,12786.12
10-07-2016,RaleighGreensboro,331.62,3715.44,647.37,10162.11
03-07-2016,RaleighGreensboro,241.13,3230.39,722.22,9151.31
26-06-2016,RaleighGreensboro,262.57,3228.8,598.52,9221.49
19-06-2016,RaleighGreensboro,250.6,3228.2,590.05,8904.41
12-06-2016,RaleighGreensboro,229.34,3677.21,468.7,9781.95
05-06-2016,RaleighGreensboro,222.38,4199.73,464.78,10195.92
29-05-2016,RaleighGreensboro,235.45,3673.93,404.27,8580.11
22-05-2016,RaleighGreensboro,197.54,3105.84,338.68,8390.24
15-05-2016,RaleighGreensboro,281.92,3879.17,441.75,6628.06
08-05-2016,RaleighGreensboro,322.96,3842.19,492.76,6930.97
01-05-2016,RaleighGreensboro,228.79,3675.04,494.23,6514.47
24-04-2016,RaleighGreensboro,157.49,3368.46,437.29,5854.3
17-04-2016,RaleighGreensboro,211.2,2959.0,321.24,6440.23
10-04-2016,RaleighGreensboro,170.25,2878.73,336.06,7370.7
03-04-2016,RaleighGreensboro,157.92,3254.39,392.31,4879.21
27-03-2016,RaleighGreensboro,137.26,2547.68,330.32,5902.81
20-03-2016,RaleighGreensboro,191.84,2696.92,326.8,5259.38
13-03-2016,RaleighGreensboro,264.15,2611.43,314.31,5341.4
06-03-2016,RaleighGreensboro,155.88,2740.17,376.34,3720.67
28-02-2016,RaleighGreensboro,231.06,2720.09,362.68,4245.43
21-02-2016,RaleighGreensboro,211.91,2287.77,382.96,3564.84
14-02-2016,RaleighGreensboro,183.68,1987.42,397.71,4235.48
07-02-2016,RaleighGreensboro,215.41,2621.54,515.02,5562.26
31-01-2016,RaleighGreensboro,188.11,2631.57,447.6,5730.24
24-01-2016,RaleighGreensboro,113.48,2235.52,416.47,5276.31
17-01-2016,RaleighGreensboro,147.2,2088.92,436.7,4137.6
10-01-2016,RaleighGreensboro,144.97,3048.57,533.83,6504.77
03-01-2016,RaleighGreensboro,156.67,2420.08,558.31,4884.82
25-12-2016,RichmondNorfolk,501.16,2272.02,151.72,5233.93
18-12-2016,RichmondNorfolk,373.13,2227.6,179.75,5227.98
11-12-2016,RichmondNorfolk,311.28,2645.87,170.46,6376.59
04-12-2016,RichmondNorfolk,262.63,2320.11,116.19,7132.62
27-11-2016,RichmondNorfolk,297.36,1879.28,170.95,6626.94
20-11-2016,RichmondNorfolk,320.57,1919.85,253.34,8894.34
13-11-2016,RichmondNorfolk,275.42,2721.84,217.94,7529.46
06-11-2016,RichmondNorfolk,354.11,3333.15,224.52,12920.67
30-10-2016,RichmondNorfolk,211.94,3878.06,348.87,6706.92
23-10-2016,RichmondNorfolk,141.64,4350.3,358.26,12154.78
16-10-2016,RichmondNorfolk,202.21,3729.03,293.8,8473.82
09-10-2016,RichmondNorfolk,291.08,3653.4,402.77,10827.2
02-10-2016,RichmondNorfolk,62.65,3661.23,301.15,6425.0
25-09-2016,RichmondNorfolk,105.92,3806.68,234.22,10037.87
18-09-2016,RichmondNorfolk,109.45,3995.57,251.49,9705.5
11-09-2016,RichmondNorfolk,95.49,3700.54,275.86,10718.92
04-09-2016,RichmondNorfolk,130.62,4206.95,327.14,10685.82
28-08-2016,RichmondNorfolk,106.71,3821.0,345.29,9356.4
21-08-2016,RichmondNorfolk,101.74,4189.33,363.87,9072.92
14-08-2016,RichmondNorfolk,131.7,3711.8,406.21,9194.34
07-08-2016,RichmondNorfolk,180.17,4064.21,535.69,11384.29
31-07-2016,RichmondNorfolk,181.07,3715.62,360.94,8573.51
24-07-2016,RichmondNorfolk,76.6,3877.35,585.62,8316.29
17-07-2016,RichmondNorfolk,161.18,4390.15,500.26,9628.02
10-07-2016,RichmondNorfolk,190.48,4922.65,464.29,8691.34
03-07-2016,RichmondNorfolk,199.81,4533.08,419.71,7492.18
26-06-2016,RichmondNorfolk,343.51,4176.52,391.47,9200.04
19-06-2016,RichmondNorfolk,131.97,4497.75,420.11,9147.53
12-06-2016,RichmondNorfolk,131.67,4168.66,395.0,9568.18
05-06-2016,RichmondNorfolk,135.15,4707.45,240.14,11300.16
29-05-2016,RichmondNorfolk,151.89,5283.51,242.3,11411.49
22-05-2016,RichmondNorfolk,231.2,4605.85,232.4,11131.05
15-05-2016,RichmondNorfolk,193.62,5552.32,298.24,8522.69
08-05-2016,RichmondNorfolk,209.07,5266.48,341.25,9008.52
01-05-2016,RichmondNorfolk,250.93,4755.75,276.15,8833.79
24-04-2016,RichmondNorfolk,299.63,4036.64,174.99,8668.48
17-04-2016,RichmondNorfolk,253.12,3546.14,205.14,9118.19
10-04-2016,RichmondNorfolk,255.69,3842.56,200.47,11987.87
03-04-2016,RichmondNorfolk,156.2,3417.08,317.2,6699.78
27-03-2016,RichmondNorfolk,184.98,3008.88,224.62,9029.13
20-03-2016,RichmondNorfolk,308.39,2675.89,164.39,8346.57
13-03-2016,RichmondNorfolk,269.77,2965.04,245.79,6650.92
06-03-2016,RichmondNorfolk,240.75,2554.83,209.61,4091.44
28-02-2016,RichmondNorfolk,173.5,2677.83,174.69,4791.05
21-02-2016,RichmondNorfolk,140.98,1961.84,223.42,3525.02
14-02-2016,RichmondNorfolk,177.82,2574.21,212.43,5510.43
07-02-2016,RichmondNorfolk,133.45,2540.32,283.58,4905.87
31-01-2016,RichmondNorfolk,170.11,2962.04,284.31,5520.68
24-01-2016,RichmondNorfolk,114.05,2524.5,192.46,5064.84
17-01-2016,RichmondNorfolk,69.79,2273.91,253.58,4173.42
10-01-2016,RichmondNorfolk,126.55,2778.08,279.11,6424.72
03-01-2016,RichmondNorfolk,110.92,2315.25,326.87,5094.68
25-12-2016,Roanoke,179.82,2219.18,0.0,3911.18
18-12-2016,Roanoke,181.63,2715.1,0.0,4814.51
11-12-2016,Roanoke,87.29,2532.32,0.0,6116.62
04-12-2016,Roanoke,70.96,2425.5,0.0,7012.95
27-11-2016,Roanoke,18.25,1877.65,0.0,6187.92
20-11-2016,Roanoke,75.81,2398.24,0.0,9215.63
13-11-2016,Roanoke,65.3,2932.56,0.0,9499.5
06-11-2016,Roanoke,54.93,3558.24,0.0,13847.12
30-10-2016,Roanoke,52.16,4203.61,0.0,6335.66
23-10-2016,Roanoke,89.04,3435.89,0.0,12376.43
16-10-2016,Roanoke,52.4,3016.27,0.0,8323.19
09-10-2016,Roanoke,51.05,3881.16,0.0,12750.65
02-10-2016,Roanoke,59.6,3548.88,0.0,5791.95
25-09-2016,Roanoke,50.67,3432.88,0.0,10226.36
18-09-2016,Roanoke,58.18,3901.06,0.0,8239.74
11-09-2016,Roanoke,100.69,3898.72,0.0,12126.14
04-09-2016,Roanoke,97.77,3795.93,0.0,11844.17
28-08-2016,Roanoke,66.5,3677.43,0.0,11054.8
21-08-2016,Roanoke,77.71,3840.44,0.0,9794.48
14-08-2016,Roanoke,100.12,3811.78,0.0,9274.44
07-08-2016,Roanoke,108.73,3845.83,0.0,11490.52
31-07-2016,Roanoke,222.38,3754.04,0.0,8671.66
24-07-2016,Roanoke,149.8,4086.11,0.0,7005.43
17-07-2016,Roanoke,127.28,4064.76,0.0,7945.23
10-07-2016,Roanoke,118.72,5339.53,0.0,9499.39
03-07-2016,Roanoke,118.52,4615.38,0.0,7064.25
26-06-2016,Roanoke,72.94,3824.71,0.0,9043.11
19-06-2016,Roanoke,156.67,4049.96,0.0,9331.05
12-06-2016,Roanoke,77.0,4286.07,0.0,10823.6
05-06-2016,Roanoke,112.51,3494.77,0.0,11777.82
29-05-2016,Roanoke,172.53,4014.81,0.0,9933.8
22-05-2016,Roanoke,222.72,3750.64,0.0,12266.68
15-05-2016,Roanoke,83.19,4760.89,0.0,6897.54
08-05-2016,Roanoke,68.12,4191.0,0.0,7229.48
01-05-2016,Roanoke,159.26,3652.08,0.0,6667.12
24-04-2016,Roanoke,132.24,3781.88,0.0,6973.42
17-04-2016,Roanoke,126.61,3595.39,0.0,8814.87
10-04-2016,Roanoke,100.61,4237.88,0.0,14080.32
03-04-2016,Roanoke,111.34,3216.69,0.0,6828.81
27-03-2016,Roanoke,154.48,3073.28,0.0,9949.85
20-03-2016,Roanoke,233.87,2971.4,0.0,9084.56
13-03-2016,Roanoke,102.82,3612.57,0.0,7169.41
06-03-2016,Roanoke,78.11,3156.52,0.0,3800.32
28-02-2016,Roanoke,102.18,3439.18,0.0,4884.11
21-02-2016,Roanoke,111.37,3060.73,0.0,4281.11
14-02-2016,Roanoke,107.13,2986.26,0.0,6559.49
07-02-2016,Roanoke,80.15,3366.4,0.0,5897.89
31-01-2016,Roanoke,98.48,3346.91,0.0,6019.01
24-01-2016,Roanoke,98.48,2996.95,0.0,4774.87
17-01-2016,Roanoke,130.27,2593.49,0.0,4509.76
10-01-2016,Roanoke,89.38,2637.76,0.0,6018.32
03-01-2016,Roanoke,81.06,2303.95,0.0,5024.11
25-12-2016,Sacramento,1449.65,2867.8,2.68,4567.83
18-12-2016,Sacramento,1376.52,2177.8,0.0,3768.98
11-12-2016,Sacramento,1283.52,2305.73,0.0,3874.86
04-12-2016,Sacramento,1687.59,2234.55,0.0,4384.51
27-11-2016,Sacramento,1531.72,2161.72,2.66,4143.89
20-11-2016,Sacramento,1621.47,2602.34,2.66,5413.97
13-11-2016,Sacramento,1981.78,3036.85,0.0,6026.15
06-11-2016,Sacramento,1769.57,3105.69,0.0,5372.3
30-10-2016,Sacramento,1550.22,3615.86,0.0,5676.57
23-10-2016,Sacramento,1044.35,3807.61,5.34,5525.46
16-10-2016,Sacramento,1299.88,2582.51,0.0,4315.59
09-10-2016,Sacramento,1178.65,4135.76,0.0,5634.61
02-10-2016,Sacramento,1399.51,4712.45,7.96,6408.53
25-09-2016,Sacramento,1733.09,4758.69,9.29,6758.91
18-09-2016,Sacramento,1674.83,5064.47,2.65,7095.5
11-09-2016,Sacramento,1512.68,5358.04,3.98,7223.46
04-09-2016,Sacramento,1311.6,5222.39,0.0,6913.79
28-08-2016,Sacramento,1196.98,5359.18,2.66,6918.81
21-08-2016,Sacramento,1455.86,4408.45,0.0,6172.17
14-08-2016,Sacramento,1651.39,5561.63,0.0,7490.34
07-08-2016,Sacramento,1615.94,5967.25,0.0,7923.11
31-07-2016,Sacramento,1534.01,5582.08,2.66,7426.56
24-07-2016,Sacramento,1607.42,5412.41,2.66,7348.62
17-07-2016,Sacramento,1596.88,5807.8,0.0,7715.38
10-07-2016,Sacramento,1784.58,6221.27,0.0,8347.48
03-07-2016,Sacramento,1931.88,6761.58,0.0,9057.29
26-06-2016,Sacramento,2537.74,6488.42,0.0,9617.62
19-06-2016,Sacramento,1496.2,5679.56,0.0,7417.31
12-06-2016,Sacramento,1478.16,5966.52,0.0,7608.58
05-06-2016,Sacramento,1423.81,6372.3,0.0,8123.66
29-05-2016,Sacramento,1748.33,7197.21,0.0,9333.72
22-05-2016,Sacramento,1744.81,6492.36,0.0,8439.22
15-05-2016,Sacramento,3732.91,7340.87,0.0,11673.76
08-05-2016,Sacramento,1851.63,10971.67,0.0,12962.2
01-05-2016,Sacramento,1777.72,10850.42,0.0,13056.72
24-04-2016,Sacramento,1726.1,6795.19,0.0,8840.73
17-04-2016,Sacramento,1585.91,6479.19,0.0,8477.64
10-04-2016,Sacramento,1570.39,5977.15,0.0,7871.28
03-04-2016,Sacramento,1317.74,6587.37,0.0,8108.18
27-03-2016,Sacramento,1210.19,6043.13,0.0,7588.03
20-03-2016,Sacramento,1124.36,6330.38,0.0,7688.54
13-03-2016,Sacramento,1313.23,5918.66,0.0,7402.74
06-03-2016,Sacramento,1979.45,7072.14,0.0,9728.1
28-02-2016,Sacramento,1156.04,6504.7,0.0,7998.27
21-02-2016,Sacramento,1000.93,5572.52,0.0,6818.11
14-02-2016,Sacramento,1013.96,6423.04,0.0,7588.38
07-02-2016,Sacramento,1176.14,6908.66,0.0,8361.61
31-01-2016,Sacramento,1966.28,7082.01,0.0,9768.28
24-01-2016,Sacramento,1130.66,5939.57,0.0,7361.79
17-01-2016,Sacramento,1153.85,5593.51,0.0,6880.85
10-01-2016,Sacramento,1251.06,5380.3,0.0,6929.96
03-01-2016,Sacramento,1317.55,6361.92,0.0,7911.16
25-12-2016,SanDiego,715.07,7537.57,0.0,12022.95
18-12-2016,SanDiego,829.17,9348.28,52.46,12212.22
11-12-2016,SanDiego,1070.01,9924.91,4.76,14513.56
04-12-2016,SanDiego,1464.73,6546.16,0.0,9419.21
27-11-2016,SanDiego,865.46,7228.46,0.0,10271.6
20-11-2016,SanDiego,747.96,6107.03,0.0,8535.78
13-11-2016,SanDiego,914.13,6460.16,0.0,10261.69
06-11-2016,SanDiego,1168.91,7700.03,0.0,11300.17
30-10-2016,SanDiego,1854.17,6533.7,0.0,8933.54
23-10-2016,SanDiego,653.46,6987.25,0.0,8533.85
16-10-2016,SanDiego,1073.78,9006.32,0.0,11256.86
09-10-2016,SanDiego,908.41,7917.99,0.0,10499.71
02-10-2016,SanDiego,980.57,7576.82,0.0,12215.92
25-09-2016,SanDiego,734.45,8359.4,0.0,9831.47
